4,6743733.217471467
5,5465115.264998608
6,4588374.652620391
7,3803424.369222325
8,3415822.8698042016
9,3055517.832368982
10,2735618.993742981
11,2473192.0848140456
12,2336959.9023907795
13,2119688.3423018153
14,1967653.4190002272
15,1821597.1435088075
16,1738186.42115205
17,1653998.2645327896
18,1511089.975226111
19,1446321.746039763
20,1348782.5624103474
